state,state_abbreviation,year,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,voter_turnout_ratio
Kerala,KL,2014,Alathur ,None of the Above,,,,NOTA,NOTA,21398,19,21417,1216351,1.76075820219657
Kerala,KL,2014,Thrissur,C. N. JAYADEVAN,M,63.0,GEN,CPI,Ears of Corn And Sickle,388774,435,389209,1275288,30.51930230661623
Kerala,KL,2014,Thrissur,ADV. A. JAYARAM,M,48.0,GEN,BSP,Elephant,2109,1,2110,1275288,0.16545282320542498
Kerala,KL,2014,Thrissur,K. P. DHANAPALAN,M,64.0,GEN,INC,Hand,350593,389,350982,1275288,27.521783314827708
Kerala,KL,2014,Thrissur,K.P. SREESAN,M,60.0,GEN,BJP,Lotus,102625,56,102681,1275288,8.05159305192239
Kerala,KL,2014,Thrissur,HAJI MOIDEEN SHAH,M,64.0,GEN,JD(U),Arrow,659,0,659,1275288,0.051674602129087706
Kerala,KL,2014,Thrissur,K.SIVARAMAN,M,64.0,GEN,CPIM,Saw,718,0,718,1275288,0.05630100808601665
Kerala,KL,2014,Thrissur,SARAH JOSEPH,F,67.0,GEN,AAAP,Broom,44583,55,44638,1275288,3.500228967888038
Kerala,KL,2014,Thrissur,SUFEERA K. P.,F,37.0,GEN,SDPI,Ceiling Fan,6892,2,6894,1275288,0.5405837740181042
Kerala,KL,2014,Thrissur,SOMAN PILLAI,M,63.0,GEN,igp,Gas Cylinder,546,0,546,1275288,0.04281385851666447
Kerala,KL,2014,Thrissur,JASMINSHA,M,29.0,GEN,IND,Candles,3959,0,3959,1275288,0.31043968107596087
Kerala,KL,2014,Thrissur,JIJU CHEENIKKAL,M,42.0,GEN,IND,Television,450,0,450,1275288,0.035286147129119066
Kerala,KL,2014,Thrissur,M. NARAYANANKUTTY (M. N. KUTTY),M,64.0,GEN,IND,Battery Torch,616,0,616,1275288,0.04830281473674966
Kerala,KL,2014,Thrissur,T. L. SANTHOSH,M,53.0,GEN,IND,Glass Tumbler,6043,1,6044,1275288,0.4739321627742126
Kerala,KL,2014,Thrissur,MANIYANGATTIL SUKUMARAN,M,61.0,GEN,IND,Auto- Rickshaw,949,0,949,1275288,0.07441456361229777
Kerala,KL,2014,Thrissur,None of the Above,,,,NOTA,NOTA,10041,9,10050,1275288,0.7880572858836593
Kerala,KL,2014,Chalakudy,ADV. B. GOPALAKRISHNAN,M,53.0,GEN,BJP,Lotus,92793,55,92848,1150497,8.070251378317371
Kerala,KL,2014,Chalakudy,P C CHACKO,M,67.0,GEN,INC,Hand,344222,334,344556,1150497,29.948448366227815
Kerala,KL,2014,Chalakudy,M G PURUSHOTHAMAN,M,66.0,GEN,BSP,Elephant,1942,0,1942,1150497,0.1687966157234656
Kerala,KL,2014,Chalakudy,ANNAMMA JOY,F,52.0,GEN,AITC,Flowers and Grass,862,0,862,1150497,0.07492414147972572
Kerala,KL,2014,Chalakudy,K. AMBUJAKSHAN,M,47.0,SC,WPOI,Gas Cylinder,12931,11,12942,1150497,1.124905149687483
Kerala,KL,2014,Chalakudy,JAYAN KONIKARA,M,47.0,SC,CPIM,Saw,932,0,932,1150497,0.0810084685140422
Kerala,KL,2014,Chalakudy,K M NOORDEEN,M,62.0,GEN,AAAP,Broom,35157,32,35189,1150497,3.0585912001508913
Kerala,KL,2014,Chalakudy,SHAFEER MUHAMMED,M,35.0,GEN,SDPI,Ceiling Fan,14384,2,14386,1150497,1.2504161245096683
Kerala,KL,2014,Chalakudy,SAJI THURUTHIKUNNEL,M,41.0,GEN,SHS,Bow & Arrow,1114,0,1114,1150497,0.09682771880326502
Kerala,KL,2014,Chalakudy,ABDUL KAREEM,M,53.0,GEN,IND,Bat,1376,0,1376,1150497,0.11960048570313524
Kerala,KL,2014,Chalakudy,INNOCENT,M,66.0,GEN,IND,Pot,358020,420,358440,1150497,31.15523117400567
Kerala,KL,2014,Chalakudy,JAISON PANIKULANGARA,M,55.0,GEN,IND,Walking Stick,2050,2,2052,1150497,0.17835770106310575
Kerala,KL,2014,Chalakudy,EDAPPALLY BASHEER,M,57.0,GEN,IND,Auto- Rickshaw,1346,0,1346,1150497,0.11699291697414248
Kerala,KL,2014,Chalakudy,T D BABURAJAN,M,56.0,GEN,IND,Battery Torch,900,0,900,1150497,0.07822706186978323
Kerala,KL,2014,Chalakudy,VINCENT,M,44.0,GEN,IND,Television,4596,0,4596,1150497,0.399479529281693
Kerala,KL,2014,Chalakudy,None of the Above,,,,NOTA,NOTA,10546,6,10552,1150497,0.9171688409443919
Kerala,KL,2014,Ernakulam,K C KARTHIKEYAN,M,60.0,SC,BSP,Elephant,2685,0,2685,1156492,0.23216762415995962
Kerala,KL,2014,Ernakulam,PROF. K.V. THOMAS,M,67.0,GEN,INC,Hand,353552,289,353841,1156492,30.59606119194945
Kerala,KL,2014,Ernakulam,A.N. RADHAKRISHNAN,M,54.0,GEN,BJP,Lotus,98933,70,99003,1156492,8.56062990491936
Kerala,KL,2014,Ernakulam,ANITA PRATAP,F,55.0,GEN,AAAP,Broom,51454,63,51517,1156492,4.454591990260201
Kerala,KL,2014,Ernakulam,KRISHNANKUTTY M.K.,M,48.0,SC,CPIM,Saw,950,0,950,1156492,0.08214496944207136
Kerala,KL,2014,Ernakulam,P.D. CHANDRABHANU,M,62.0,GEN,SRP,Telephone,6156,0,6156,1156492,0.5322994019846224
Kerala,KL,2014,Ernakulam,DENSIL MENDEZ,M,50.0,GEN,JD(U),Arrow,2629,1,2630,1156492,0.2274118627712081
Kerala,KL,2014,Ernakulam,ZULFICAR ALI,M,39.0,GEN,SDPI,Ceiling Fan,14822,3,14825,1156492,1.2818938652407452
Kerala,KL,2014,Ernakulam,ANIL KUMAR,M,44.0,SC,IND,Gas Cylinder,1180,0,1180,1156492,0.10203269888594127
Kerala,KL,2014,Ernakulam,KISHORE,M,38.0,GEN,IND,Shuttle,5011,0,5011,1156492,0.4332930967097049
Kerala,KL,2014,Ernakulam,DR. CHRISTY FERNANDEZ,M,64.0,GEN,IND,Television,266372,422,266794,1156492,23.069247344555777
Kerala,KL,2014,Ernakulam,JUNO JOHN BABY,M,39.0,GEN,IND,Ice Cream,1080,0,1080,1156492,0.09338585999730219
Kerala,KL,2014,Ernakulam,N J PIOUS,M,46.0,GEN,IND,Auto- Rickshaw,2342,2,2344,1156492,0.20268190354970028
Kerala,KL,2014,Ernakulam,K.V. BHASKARAN,M,64.0,GEN,IND,Pot,22723,10,22733,1156492,1.9656858845543246
Kerala,KL,2014,Ernakulam,RAJANEESH BABU,M,33.0,GEN,IND,Camera,8246,0,8246,1156492,0.7130183347571795
Kerala,KL,2014,Ernakulam,ADV. RADHAKRISHNAN P T,M,45.0,GEN,IND,Bat,2104,0,2104,1156492,0.1819294902169665
Kerala,KL,2014,Ernakulam,None of the Above,,,,NOTA,NOTA,9726,9,9735,1156492,0.8417697658090155
Kerala,KL,2014,Idukki,ADV.DEAN KURIAKOSE,M,32.0,GEN,INC,Hand,330755,722,331477,1158735,28.606799656521982
Kerala,KL,2014,Idukki,APPANCHIRA PONNAPPAN,M,62.0,GEN,BSP,Elephant,2476,1,2477,1158735,0.21376760001208217
Kerala,KL,2014,Idukki,ADV.SABU VARGHESE,M,51.0,GEN,BJP,Lotus,50405,33,50438,1158735,4.352850306584336
Kerala,KL,2014,Idukki,T.K.TOMY,M,41.0,GEN,CPIM,Saw,3970,1,3971,1158735,0.3427013078917958
Kerala,KL,2014,Idukki,MUHAMMED SHARAFUDHEEN,M,39.0,GEN,SDPI,Ceiling Fan,10401,0,10401,1158735,0.8976167976284483
Kerala,KL,2014,Idukki,SILVI SUNIL,F,38.0,GEN,AAAP,Broom,11199,16,11215,1158735,0.9678658191907554
Kerala,KL,2014,Idukki,ANISH MARIYIL,M,42.0,GEN,IND,Pot,629,0,629,1158735,0.05428333484360099
Kerala,KL,2014,Idukki,JAMES JOSEPH,M,42.0,GEN,IND,Letter Box,1156,2,1158,1158735,0.09993656875817163
Kerala,KL,2014,Idukki,JOYCE GEORGE,F,32.0,GEN,IND,Television,6024,0,6024,1158735,0.5198772799647892
Kerala,KL,2014,Idukki,ADV.JOICE GEORGE,M,44.0,GEN,IND,Battery Torch,381638,381,382019,1158735,32.96862526807251
Kerala,KL,2014,Idukki,JOICE GEORGE,M,26.0,GEN,IND,Coconut,3057,0,3057,1158735,0.26382218540045826
Kerala,KL,2014,Idukki,P.C.JOLLY,M,49.0,GEN,IND,Gas Cylinder,550,0,550,1158735,0.047465555109667004
Kerala,KL,2014,Idukki,BIJU JOSEPH,M,44.0,GEN,IND,Auto- Rickshaw,493,0,493,1158735,0.0425463975801197
Kerala,KL,2014,Idukki,ADV.CHITTOOR RAJAMANNAR,M,55.0,GEN,IND,Table Lamp,415,0,415,1158735,0.03581491885547602
Kerala,KL,2014,Idukki,SHOBY JOSEPH,M,28.0,GEN,IND,Candles,1179,0,1179,1158735,0.10174888995326802
Kerala,KL,2014,Idukki,SOMINI PRABHAKARAN,F,45.0,SC,IND,Pressure Cooker,1925,0,1925,1158735,0.16612944288383452
Kerala,KL,2014,Idukki,None of the Above,,,,NOTA,NOTA,12325,13,12338,1158735,1.0647818526237665
Kerala,KL,2014,Kottayam,JOSE K. MANI,M,49.0,GEN,KEC(M),Two Leaves,423463,731,424194,1161465,36.52232310056696
Kerala,KL,2014,Kottayam,ADV.MATHEW T. THOMAS,M,52.0,GEN,JD(S),A lady farmer carrying paddy on her head,302981,614,303595,1161465,26.138971040883714
Kerala,KL,2014,Kottayam,SREENI K. JACOB,M,44.0,GEN,BSP,Elephant,6730,2,6732,1161465,0.5796128165721739
Kerala,KL,2014,Kottayam,ADV.ANIL AIKKARA,M,40.0,GEN,AAAP,Broom,26342,39,26381,1161465,2.271355572488194
Kerala,KL,2014,Kottayam,N.K.BIJU,M,46.0,GEN,SUCI,Glass Tumbler,2872,7,2879,1161465,0.24787660411635304
Kerala,KL,2014,Kottayam,SASIKKUTTAN VAKATHANAM,M,58.0,GEN,CPIM,Saw,1048,0,1048,1161465,0.09023087221741508
Kerala,KL,2014,Kottayam,ROY ARACKAL,M,45.0,GEN,SDPI,Ceiling Fan,3512,1,3513,1161465,0.30246283788146866
Kerala,KL,2014,Kottayam,JAMES JOSEPH,M,47.0,GEN,IND,Television,1831,0,1831,1161465,0.15764573189893796
Kerala,KL,2014,Kottayam,ADV.NOBLE MATHEW,M,51.0,GEN,IND,Auto- Rickshaw,44313,44,44357,1161465,3.819056105866298
Kerala,KL,2014,Kottayam,PRAVEEN K. MOHAN,M,37.0,SC,IND,Pot,924,1,925,1161465,0.0796407984743406
Kerala,KL,2014,Kottayam,RATHEESH PERUMAL,M,27.0,SC,IND,Chappals,2157,0,2157,1161465,0.18571373222611098
Kerala,KL,2014,Kottayam,None of the Above,,,,NOTA,NOTA,14011,13,14024,1161465,1.2074406030315163
Kerala,KL,2014,Alappuzha,C B CHANDRABABU,M,53.0,GEN,CPM,"Hammer, Sickle and Star",441571,1547,443118,1271324,34.85484424112185
Kerala,KL,2014,Alappuzha,P V NATESAN,M,57.0,SC,BSP,Elephant,3384,1,3385,1271324,0.26625785401675733
Kerala,KL,2014,Alappuzha,K C VENUGOPAL,M,51.0,GEN,INC,Hand,461101,1424,462525,1271324,36.381363051433
Kerala,KL,2014,Alappuzha,PROF.A.V.THAMARAKSHAN,M,67.0,GEN,RSPK(B),Gas Cylinder,43006,45,43051,1271324,3.3863122225333586
Kerala,KL,2014,Alappuzha,THULASEEDHARAN PALLICKAL,M,45.0,SC,SDPI,Ceiling Fan,10989,4,10993,1271324,0.8646890957773157
Kerala,KL,2014,Alappuzha,ADV.M.A.BINDU,F,43.0,GEN,SUCI,Glass Tumbler,5918,3,5921,1271324,0.46573493460361004
Kerala,KL,2014,Alappuzha,D MOHANAN,M,59.0,GEN,AAAP,Broom,9373,41,9414,1271324,0.7404878693393658
Kerala,KL,2014,Alappuzha,CHANDRABABU G,M,48.0,GEN,IND,Plate Stand,1613,2,1615,1271324,0.1270329200109492
Kerala,KL,2014,Alappuzha,JAYACHANDRAN SARASAMMA,M,40.0,SC,IND,Pen Nib with Seven Rays,481,0,481,1271324,0.03783457246146537
Kerala,KL,2014,Alappuzha,M M PAULOSE,M,78.0,GEN,IND,Battery Torch,402,0,402,1271324,0.03162057823182761
Kerala,KL,2014,Alappuzha,S.B.BASHEER,M,65.0,GEN,IND,Pot,709,0,709,1271324,0.05576863175712879
Kerala,KL,2014,Alappuzha,T S BALAKRISHNAN,M,54.0,GEN,IND,Television,1363,0,1363,1271324,0.1072110649999528
Kerala,KL,2014,Alappuzha,VENUGOPAL P C,M,58.0,GEN,IND,Carrot,3148,1,3149,1271324,0.2476945294826496
Kerala,KL,2014,Alappuzha,None of the Above,,,,NOTA,NOTA,11321,17,11338,1271324,0.8918261591852275
Kerala,KL,2014,Mavelikkara ,ADV.P.K.JAYAKRISHNAN,M,34.0,SC,BSP,Elephant,3599,4,3603,1252668,0.2876260908716436
Kerala,KL,2014,Mavelikkara ,ADV.P.SUDHEER,M,32.0,SC,BJP,Lotus,79666,77,79743,1252668,6.36585272394601
Kerala,KL,2014,Mavelikkara ,CHENGARA SURENDRAN,M,46.0,SC,CPI,Ears of Corn And Sickle,368892,803,369695,1252668,29.512608288868243
Kerala,KL,2014,Mavelikkara ,KODIKUNNIL SURESH,M,52.0,SC,INC,Hand,401485,947,402432,1252668,32.12599028633285
Kerala,KL,2014,Mavelikkara ,JYOTHISH PERUMPULICKAL,M,40.0,SC,SDPI,Ceiling Fan,8945,1,8946,1252668,0.7141557060609834
Kerala,KL,2014,Mavelikkara ,SASIKALA K S,F,44.0,SC,SUCI,Glass Tumbler,4733,3,4736,1252668,0.37807304090149985
Kerala,KL,2014,Mavelikkara ,N SADANANDAN,M,67.0,SC,AAAP,Broom,7720,33,7753,1252668,0.618918979330517
Kerala,KL,2014,Mavelikkara ,PIRAVATHOOR SREEDHARAN,M,59.0,SC,IND,Camera,1206,1,1207,1252668,0.09635434129394221
Kerala,KL,2014,Mavelikkara ,PALLICKAL SURENDRAN,M,53.0,SC,IND,Dish Antenna,1486,0,1486,1252668,0.11862680295177971
Kerala,KL,2014,Mavelikkara ,None of the Above,,,,NOTA,NOTA,9448,11,9459,1252668,0.7551082968512008
Kerala,KL,2014,Pathanamthitta,ANTO ANTONY,M,57.0,GEN,INC,Hand,358435,407,358842,1323906,27.104794449152735
Kerala,KL,2014,Pathanamthitta,M T REMESH,M,43.0,GEN,BJP,Lotus,138785,169,138954,1323906,10.495760273010319
Kerala,KL,2014,Pathanamthitta,SELEENA PRAKKANAM,F,34.0,GEN,BSP,Elephant,10384,0,10384,1323906,0.7843457163877193
Kerala,KL,2014,Pathanamthitta,ALEYAMMA VARGHESE,F,61.0,GEN,AITC,Flowers and Grass,1236,0,1236,1323906,0.09336010260547198
Kerala,KL,2014,Pathanamthitta,MANSOOR THENGANA,M,47.0,GEN,SDPI,Ceiling Fan,11351,2,11353,1323906,0.8575382240128832
Kerala,KL,2014,Pathanamthitta,S RADHAMANI,F,50.0,GEN,SUCI,Glass Tumbler,2894,7,2901,1323906,0.2191243184939112
Kerala,KL,2014,Pathanamthitta,SABUKUTTY JOY (SABU PUTHUCHIRA),M,56.0,GEN,SLAP,Bat,682,0,682,1323906,0.05151423137292225
Kerala,KL,2014,Pathanamthitta,AJITH KUMAR K. K,M,44.0,SC,IND,Batsman,748,0,748,1323906,0.05649947957030182
Kerala,KL,2014,Pathanamthitta,PEELIPOSE,M,72.0,GEN,IND,Camera,16492,1,16493,1323906,1.2457833108997165
Kerala,KL,2014,Pathanamthitta,ADV. PEELIPOSE THOMAS,M,64.0,GEN,IND,Auto- Rickshaw,302173,478,302651,1323906,22.860459881592803
Kerala,KL,2014,Pathanamthitta,PUSHPANGATHAN,M,55.0,SC,IND,Ring,953,0,953,1323906,0.07198396260761716
Kerala,KL,2014,Pathanamthitta,MATHEW PAREY,M,31.0,GEN,IND,Scissors,384,0,384,1323906,0.02900508042111751
Kerala,KL,2014,Pathanamthitta,S RADHAKRISHNAN,M,52.0,GEN,IND,Chappals,1021,0,1021,1323906,0.07712027893219005
Kerala,KL,2014,Pathanamthitta,LALITHA MALAYALAPPUZHA,F,42.0,SC,IND,Violin,460,0,460,1323906,0.034745669254463686
Kerala,KL,2014,Pathanamthitta,SHILVIN KOTTACKAKATHU,M,43.0,GEN,IND,Shuttle,1005,0,1005,1323906,0.0759117339146435
Kerala,KL,2014,Pathanamthitta,SANTHOSH KUMAR,M,39.0,GEN,IND,Television,4845,2,4847,1323906,0.3661136062530119
Kerala,KL,2014,Pathanamthitta,None of the Above,,,,NOTA,NOTA,16528,10,16538,1323906,1.2491823437615661
Kerala,KL,2014,Kollam,ADV.S.PRAHLADAN,M,58.0,GEN,BSP,Elephant,4264,2,4266,1219415,0.3498398822386144
Kerala,KL,2014,Kollam,M.A. BABY,M,59.0,GEN,CPM,"Hammer, Sickle and Star",369343,1536,370879,1219415,30.41450203581225
Kerala,KL,2014,Kollam,P.M. VELAYUDHAN,M,61.0,SC,BJP,Lotus,58605,66,58671,1219415,4.811405469015881
Kerala,KL,2014,Kollam,N.K.PREMACHANDRAN,M,53.0,GEN,RSP,Spade & Stoker,407021,1507,408528,1219415,33.5019661066987
Kerala,KL,2014,Kollam,A.K.SALAHUDEEN,M,45.0,GEN,SDPI,Ceiling Fan,12811,1,12812,1219415,1.0506677382187362
Kerala,KL,2014,Kollam,C. INDULAL EX-SERVICE MAN,M,48.0,GEN,IND,Helmet,1709,0,1709,1219415,0.14014916988884016
Kerala,KL,2014,Kollam,A. JOSEKUTTY,M,58.0,GEN,IND,Coconut,1702,0,1702,1219415,0.13957512413739376
Kerala,KL,2014,Kollam,R. PREMACHANDRAN,M,44.0,GEN,IND,Shuttle,2807,1,2808,1219415,0.23027435286592343
Kerala,KL,2014,Kollam,V.S. PREMACHANDRAN,M,58.0,GEN,IND,Battery Torch,3332,1,3333,1219415,0.2733277842244027
Kerala,KL,2014,Kollam,M. BABY,M,61.0,SC,IND,Television,3364,0,3364,1219415,0.27586998683795094
Kerala,KL,2014,Kollam,K. BHASKARAN,M,66.0,GEN,IND,Cup & Saucer,3102,6,3108,1219415,0.2548763136421973
Kerala,KL,2014,Kollam,None of the Above,,,,NOTA,NOTA,7861,15,7876,1219415,0.64588347691311
Kerala,KL,2014,Attingal,ANIL KUMAR N S,M,45.0,GEN,BSP,Elephant,8584,2,8586,1251398,0.6861126516104389
Kerala,KL,2014,Attingal,GIRIJA KUMARI.S,F,48.0,GEN,BJP,Lotus,90395,133,90528,1251398,7.234149327392244
Kerala,KL,2014,Attingal,ADV.BINDHU KRISHNA,F,41.0,GEN,INC,Hand,321540,1560,323100,1251398,25.819123891839368
Kerala,KL,2014,Attingal,DR.A .SAMPATH,M,51.0,GEN,CPM,"Hammer, Sickle and Star",391346,1132,392478,1251398,31.363163438010925
Kerala,KL,2014,Attingal,VAKKOM G AJITH,M,36.0,GEN,SHS,Bow & Arrow,5511,0,5511,1251398,0.4403874706528219
Kerala,KL,2014,Attingal,ADV. CHIRAYINKEEZHU GOPINATHAN,M,66.0,SC,RPI(A),Sewing Machine,736,0,736,1251398,0.05881422217392069
Kerala,KL,2014,Attingal,PRIYA SUNIL,F,42.0,GEN,WPOI,Gas Cylinder,4857,5,4862,1251398,0.3885254731108728
Kerala,KL,2014,Attingal,M.K.MANOJ KUMAR,M,47.0,SC,SDPI,Ceiling Fan,11223,2,11225,1251398,0.8969967987802441
Kerala,KL,2014,Attingal,ADV.M. R.SARIN,M,37.0,GEN,JD(U),Arrow,576,0,576,1251398,0.046028521701329234
Kerala,KL,2014,Attingal,DAS K VARKALA,M,41.0,SC,IND,Dish Antenna,2375,0,2375,1251398,0.18978774139002938
Kerala,KL,2014,Attingal,VIVEKANANDAN,M,64.0,GEN,IND,Ring,615,0,615,1251398,0.049145036191523404
Kerala,KL,2014,Attingal,SAMBATH ANILKUMAR,M,26.0,GEN,IND,Bread,2221,0,2221,1251398,0.17748150468516014
Kerala,KL,2014,Attingal,SUNILKRISHNAN,M,36.0,GEN,IND,Auto- Rickshaw,3848,2,3850,1251398,0.30765591762173183
Kerala,KL,2014,Attingal,IRINCHAYAM SURESH,M,40.0,GEN,IND,Battery Torch,1052,0,1052,1251398,0.08406598060728881
Kerala,KL,2014,Attingal,SURESHKUMAR THONNAKKAL,M,44.0,GEN,IND,Bat,647,0,647,1251398,0.051702176286041686
Kerala,KL,2014,Attingal,HARIHARAN K S,M,50.0,GEN,IND,Glass Tumbler,4063,1,4064,1251398,0.32475679200382296
Kerala,KL,2014,Attingal,None of the Above,,,,NOTA,NOTA,6918,6,6924,1251398,0.5533011879513952
Kerala,KL,2014,Thiruvananthapuram,DOCTOR BENNET ABRAHAM,M,55.0,GEN,CPI,Ears of Corn And Sickle,248202,739,248941,1272748,19.559331462316184
Kerala,KL,2014,Thiruvananthapuram,O RAJAGOPAL,M,84.0,GEN,BJP,Lotus,281818,518,282336,1272748,22.183181588185562
Kerala,KL,2014,Thiruvananthapuram,DR. SHASHI THAROOR,M,58.0,GEN,INC,Hand,296319,1487,297806,1272748,23.398661793222225
Kerala,KL,2014,Thiruvananthapuram,J SUDHAKARAN,M,65.0,SC,BSP,Elephant,3256,4,3260,1272748,0.25613868574140364
Kerala,KL,2014,Thiruvananthapuram,AJIT JOY,M,45.0,GEN,AAAP,Broom,14113,40,14153,1272748,1.1120033188030938
Kerala,KL,2014,Thiruvananthapuram,R CHANDRIKA KATTAKADA,F,57.0,GEN,RPI,Television,292,0,292,1272748,0.022942483508125725
Kerala,KL,2014,Thiruvananthapuram,THOMAS JOSEPH,M,50.0,GEN,RPI(A),Sewing Machine,261,0,261,1272748,0.02050680888911238
Kerala,KL,2014,Thiruvananthapuram,O V SREEDATH,M,35.0,GEN,SRP,Dish Antenna,356,0,356,1272748,0.027970973044153285
Kerala,KL,2014,Thiruvananthapuram,KUNNIL SHAJAHAN,M,40.0,GEN,SDPI,Ceiling Fan,4820,0,4820,1272748,0.37870811818207534
Kerala,KL,2014,Thiruvananthapuram,M.SHAJAR KHAN,M,43.0,GEN,SUCI,Glass Tumbler,1689,0,1689,1272748,0.1327049816617272
Kerala,KL,2014,Thiruvananthapuram,ADV. PERURKADA HARIKUMAR,M,40.0,GEN,SHS,Bow & Arrow,902,0,902,1272748,0.07087027439838837
Kerala,KL,2014,Thiruvananthapuram,ANIL KUMAR Y,M,27.0,GEN,IND,Auto- Rickshaw,371,0,371,1272748,0.02914952527915974
Kerala,KL,2014,Thiruvananthapuram,V S JAYAKUMAR,M,31.0,GEN,IND,Gas Cylinder,447,0,447,1272748,0.03512085660319246
Kerala,KL,2014,Thiruvananthapuram,JAIN WILSON,M,54.0,SC,IND,Shuttle,2103,0,2103,1272748,0.16523302334790546
Kerala,KL,2014,Thiruvananthapuram,GEORGE MANKIDIYIL,M,72.0,GEN,IND,Camera,843,0,843,1272748,0.06623463560736297
Kerala,KL,2014,Thiruvananthapuram,O M JYOTHEENDRA NATH,M,45.0,GEN,IND,Telephone,2448,0,2448,1272748,0.19233972475305403
Kerala,KL,2014,Thiruvananthapuram,BENET BABU BENJAMIN,M,49.0,GEN,IND,Violin,4229,0,4229,1272748,0.3322731601228208
Kerala,KL,2014,Thiruvananthapuram,KUNNUKUZHI S MANI,M,70.0,SC,IND,Pot,1716,0,1716,1272748,0.13482637568473885
Kerala,KL,2014,Thiruvananthapuram,SYAMALAKUMARI,F,50.0,SC,IND,Ring,1851,0,1851,1272748,0.14543334579979697
Kerala,KL,2014,Thiruvananthapuram,FATHER STEPHEN,M,48.0,GEN,IND,Battery Torch,1271,0,1271,1272748,0.09986265937954725
Kerala,KL,2014,Thiruvananthapuram,None of the Above,,,,NOTA,NOTA,3340,6,3346,1272748,0.2628957185554407
Madhya Pradesh,MP,2014,MORENA,ANOOP MISHRA,M,57.0,GEN,BJP,Lotus,375526,41,375567,1702457,22.06029285908543
